User_ID,Full Name,Date,Age,Gender,Height (cm),Weight (kg),Steps_Taken,Calories_Burned,Hours_Slept,Water_Intake (Liters),Active_Minutes,Heart_Rate (bpm),Workout_Type,Stress_Level (1-10),Mood
1,Sara Martinez,08-03-2023 00:00,19,Female,191,80,15057,3494,8.101267267,3.091760645,48,67,None,1,Sad
1,Sara Martinez,09-03-2023 00:00,19,Female,191,80,5357,2300,8.565488177,2.897448784,82,64,Strength,7,Stressed
1,Sara Martinez,10-03-2023 00:00,19,Female,191,80,5351,2840,5.840948094,3.429910053,60,66,None,3,Happy
1,Sara Martinez,11-03-2023 00:00,19,Female,191,80,17780,3036,7.44492175,3.640386353,96,94,Cardio,9,Happy
1,Sara Martinez,12-03-2023 00:00,19,Female,191,80,2773,3449,5.215855892,2.635194138,60,91,Cardio,1,Stressed
1,Sara Martinez,13-03-2023 00:00,19,Female,191,80,2453,2682,7.109141529,1.97971861,69,61,None,4,Happy
1,Sara Martinez,14-03-2023 00:00,19,Female,191,80,17547,2097,8.595356391,1.848445784,62,,Strength,1,Stressed
1,Sara Martinez,15-03-2023 00:00,19,Female,191,80,6158,2990,,2.688428438,106,81,None,10,Happy
1,Sara Martinez,16-03-2023 00:00,19,Female,191,80,17146,2216,8.895975657,3.533644992,71,86,None,10,Neutral
1,Sara Martinez,17-03-2023 00:00,19,Female,191,80,13794,3723,4.939885741,,62,80,Yoga,4,Happy
1,Sara Martinez,18-03-2023 00:00,19,Female,191,80,10154,2772,,3.556321566,43,91,Strength,1,Sad
1,Sara Martinez,19-03-2023 00:00,19,Female,191,80,14177,3832,7.179451387,,58,72,None,1,Happy
1,Sara Martinez,20-03-2023 00:00,19,Female,191,80,19333,2948,6.404471051,2.034448093,43,87,None,9,Happy
1,Sara Martinez,21-03-2023 00:00,19,Female,191,80,10970,1941,5.59095115,,64,75,Strength,4,Happy
1,Sara Martinez,22-03-2023 00:00,19,Female,191,80,11664,3052,5.895258771,3.603707184,63,60,Strength,10,Sad
1,Sara Martinez,23-03-2023 00:00,19,Female,191,80,8441,1563,5.096736134,1.76471078,66,85,Strength,3,Happy
1,Sara Martinez,24-03-2023 00:00,19,Female,191,80,15283,1770,4.432256157,3.7816291,102,90,None,9,Sad
1,Sara Martinez,25-03-2023 00:00,19,Female,191,80,3807,1881,6.305656766,1.976556079,96,,Cardio,1,Sad
1,Sara Martinez,26-03-2023 00:00,19,Female,191,80,4459,2506,7.738191303,1.962503969,76,95,None,4,Neutral
1,Sara Martinez,27-03-2023 00:00,19,Female,191,80,11928,3154,6.932253118,3.174895123,73,75,Yoga,3,Happy
1,Sara Martinez,28-03-2023 00:00,19,Female,191,80,7687,2473,5.327226859,1.526282536,85,96,None,6,Stressed
1,Sara Martinez,29-03-2023 00:00,19,Female,191,80,16695,1946,5.80718592,3.983416943,97,77,Strength,3,Sad
1,Sara Martinez,30-03-2023 00:00,19,Female,191,80,3742,1689,5.706433298,2.297000286,48,75,Cardio,6,Happy
1,Sara Martinez,31-03-2023 00:00,19,Female,191,80,15088,1984,6.765218527,1.514917838,107,72,Strength,10,Sad
1,Sara Martinez,01-04-2023 00:00,19,Female,191,80,9748,2310,5.669939144,1.713456093,48,73,Yoga,7,Happy
1,Sara Martinez,02-04-2023 00:00,19,Female,191,80,11459,3108,,2.958773187,36,74,Yoga,3,Sad
1,Sara Martinez,03-04-2023 00:00,19,Female,191,80,6237,3618,8.808214666,2.453092362,87,62,Cardio,7,Neutral
1,Sara Martinez,04-04-2023 00:00,19,Female,191,80,15063,2001,8.72895742,3.79219544,108,65,Yoga,1,Happy
1,Sara Martinez,05-04-2023 00:00,19,Female,191,80,18128,1732,8.809129104,2.380069112,42,83,None,7,Neutral
1,Sara Martinez,06-04-2023 00:00,19,Female,191,80,3417,3198,5.316560401,2.518887175,91,65,Yoga,10,Stressed
1,Sara Martinez,07-04-2023 00:00,19,Female,191,80,4330,2441,8.887744825,2.083322519,117,61,None,4,Stressed
1,Sara Martinez,08-04-2023 00:00,19,Female,191,80,18919,3448,7.887689844,1.538377745,62,,Yoga,9,Stressed
1,Sara Martinez,09-04-2023 00:00,19,Female,191,80,5328,2854,7.36824203,2.853384999,75,67,None,4,Stressed
1,Sara Martinez,10-04-2023 00:00,19,Female,191,80,2282,1762,7.415889682,2.775552226,86,91,Strength,6,Stressed
1,Sara Martinez,11-04-2023 00:00,19,Female,191,80,7506,1820,7.821044876,3.468025044,112,84,None,3,Neutral
1,Sara Martinez,12-04-2023 00:00,19,Female,191,80,11137,3757,7.613526246,2.127836359,118,67,Strength,2,Happy
1,Sara Martinez,13-04-2023 00:00,19,Female,191,80,9942,3999,4.14434207,2.336012278,80,80,Cardio,8,Sad
1,Sara Martinez,14-04-2023 00:00,19,Female,191,80,19979,1748,8.696133411,,92,69,None,1,Happy
1,Sara Martinez,15-04-2023 00:00,19,Female,191,80,15057,1943,6.406793228,1.811776917,116,68,Yoga,9,Neutral
1,Sara Martinez,16-04-2023 00:00,19,Female,191,80,18024,2282,7.506217048,3.993098304,49,92,None,7,Sad
1,Sara Martinez,17-04-2023 00:00,19,Female,191,80,9705,3383,5.261272023,3.462104655,97,91,Yoga,4,Sad
1,Sara Martinez,18-04-2023 00:00,19,Female,191,80,16534,3123,6.123397926,3.469582508,105,72,None,2,Neutral
1,Sara Martinez,19-04-2023 00:00,19,Female,191,80,10031,3224,6.312465936,,41,86,Yoga,2,Sad
1,Sara Martinez,20-04-2023 00:00,19,Female,191,80,10639,2436,5.318433956,2.130408302,,84,Cardio,2,Neutral
1,Sara Martinez,21-04-2023 00:00,19,Female,191,80,6422,3935,8.663773777,2.194375591,111,93,Yoga,2,Stressed
1,Sara Martinez,22-04-2023 00:00,19,Female,191,80,14809,1727,,,62,87,None,2,Sad
1,Sara Martinez,23-04-2023 00:00,19,Female,191,80,15122,2537,4.481508246,2.402031888,51,87,Yoga,5,Sad
1,Sara Martinez,24-04-2023 00:00,19,Female,191,80,8218,2582,,2.638873925,80,63,Cardio,1,Happy
1,Sara Martinez,25-04-2023 00:00,19,Female,191,80,11965,2207,7.574337519,2.643280734,39,84,Yoga,6,Sad
1,Sara Martinez,26-04-2023 00:00,19,Female,191,80,16417,2273,5.813774463,3.851547351,36,68,Strength,3,Neutral
1,Sara Martinez,27-04-2023 00:00,19,Female,191,80,9465,2504,5.471437526,3.450161617,117,67,Strength,8,Neutral
1,Sara Martinez,28-04-2023 00:00,19,Female,191,80,13548,2298,5.260381655,,57,67,Strength,5,Neutral
1,Sara Martinez,29-04-2023 00:00,19,Female,191,80,16377,3902,6.503972729,2.077591226,81,89,None,4,Happy
1,Sara Martinez,30-04-2023 00:00,19,Female,191,80,9561,3547,5.524363867,2.770965753,81,61,Strength,10,Stressed
1,Sara Martinez,01-05-2023 00:00,19,Female,191,80,18694,2052,6.71022773,,60,61,Strength,2,Neutral
1,Sara Martinez,02-05-2023 00:00,19,Female,191,80,6949,2932,6.743226037,1.88578873,98,94,Strength,7,Neutral
1,Sara Martinez,03-05-2023 00:00,19,Female,191,80,3075,2684,4.077605694,3.521412514,37,88,Yoga,7,Sad
1,Sara Martinez,04-05-2023 00:00,19,Female,191,80,5631,1822,7.028435371,1.798036039,,94,Strength,1,Stressed
1,Sara Martinez,05-05-2023 00:00,19,Female,191,80,15775,3634,8.762606824,1.553031851,40,76,Yoga,7,Neutral
1,Sara Martinez,06-05-2023 00:00,19,Female,191,80,19544,2578,7.45069331,3.558682147,83,80,Strength,2,Happy
1,Sara Martinez,07-05-2023 00:00,19,Female,191,80,14353,2401,4.843233627,3.370045513,100,,Cardio,1,Stressed
1,Sara Martinez,08-05-2023 00:00,19,Female,191,80,6422,2871,,1.524920503,,63,Yoga,9,Stressed
1,Sara Martinez,09-05-2023 00:00,19,Female,191,80,17227,3938,5.439918046,3.339822363,118,67,Cardio,7,Happy
1,Sara Martinez,10-05-2023 00:00,19,Female,191,80,5678,3900,,2.984998887,65,82,Strength,2,Sad
1,Sara Martinez,11-05-2023 00:00,19,Female,191,80,11038,2960,4.645392345,2.203539287,61,81,Yoga,10,Stressed
1,Sara Martinez,12-05-2023 00:00,19,Female,191,80,12790,1721,7.487773428,3.092203188,112,65,Yoga,5,Sad
1,Sara Martinez,13-05-2023 00:00,19,Female,191,80,16339,1729,5.770931699,1.860803563,31,99,None,10,Happy
1,Sara Martinez,14-05-2023 00:00,19,Female,191,80,5496,3435,4.885971677,3.670325353,45,92,Yoga,4,Stressed
1,Sara Martinez,15-05-2023 00:00,19,Female,191,80,17457,2748,5.214535654,3.223825839,33,92,Cardio,7,Neutral
1,Sara Martinez,16-05-2023 00:00,19,Female,191,80,16623,3488,5.375128393,2.09243803,31,78,Yoga,4,Neutral
1,Sara Martinez,17-05-2023 00:00,19,Female,191,80,8986,1708,4.775095102,3.304761794,35,62,Strength,6,Sad
1,Sara Martinez,18-05-2023 00:00,19,Female,191,80,2635,1539,,3.433148075,37,61,Yoga,2,Neutral
1,Sara Martinez,19-05-2023 00:00,19,Female,191,80,17547,3730,,3.391443044,92,92,Yoga,2,Stressed
1,Sara Martinez,20-05-2023 00:00,19,Female,191,80,11237,3285,7.595216089,3.850624956,107,62,Yoga,8,Happy
1,Sara Martinez,21-05-2023 00:00,19,Female,191,80,9951,3483,7.522027449,,90,97,Strength,5,Stressed
1,Sara Martinez,22-05-2023 00:00,19,Female,191,80,19689,1701,,3.329978312,76,62,Yoga,4,Happy
1,Sara Martinez,23-05-2023 00:00,19,Female,191,80,5827,3696,6.12189761,2.66694326,92,65,Strength,5,Happy
1,Sara Martinez,24-05-2023 00:00,19,Female,191,80,12524,3507,6.074546013,,94,76,None,3,Stressed
1,Sara Martinez,25-05-2023 00:00,19,Female,191,80,4109,2677,6.123111683,3.791987198,76,94,Cardio,5,Neutral
1,Sara Martinez,26-05-2023 00:00,19,Female,191,80,15876,2344,5.043192641,3.94690555,53,98,None,7,Neutral
1,Sara Martinez,27-05-2023 00:00,19,Female,191,80,10254,3009,4.074970123,2.425426449,96,90,Cardio,8,Stressed
1,Sara Martinez,28-05-2023 00:00,19,Female,191,80,2668,3642,8.82911944,,105,99,None,3,Happy
1,Sara Martinez,29-05-2023 00:00,19,Female,191,80,14207,2163,4.016671941,2.708861192,73,99,Yoga,1,Sad
1,Sara Martinez,30-05-2023 00:00,19,Female,191,80,3271,2849,4.981383864,,68,62,Cardio,7,Happy
1,Sara Martinez,31-05-2023 00:00,19,Female,191,80,6845,1901,4.501659896,3.410249557,52,78,Strength,10,Happy
1,Sara Martinez,01-06-2023 00:00,19,Female,191,80,5567,2513,7.814872894,1.937227594,39,78,Strength,1,Stressed
1,Sara Martinez,02-06-2023 00:00,19,Female,191,80,19261,2457,8.207745548,3.833578199,105,95,Cardio,5,Happy
1,Sara Martinez,03-06-2023 00:00,19,Female,191,80,19902,2179,8.635283735,2.694679614,112,80,Yoga,4,Stressed
1,Sara Martinez,04-06-2023 00:00,19,Female,191,80,15079,2340,5.612150045,3.82597055,107,72,Strength,6,Happy
1,Sara Martinez,05-06-2023 00:00,19,Female,191,80,5587,1718,4.006017263,3.583880618,48,92,Yoga,3,Sad
1,Sara Martinez,06-06-2023 00:00,19,Female,191,80,9153,2722,,2.071320996,100,79,Strength,9,Neutral
1,Sara Martinez,07-06-2023 00:00,19,Female,191,80,15110,1840,6.671040513,1.520142788,61,90,Strength,8,Neutral
1,Sara Martinez,08-06-2023 00:00,19,Female,191,80,17569,2312,6.482599574,2.832947974,114,98,Yoga,9,Sad
1,Sara Martinez,09-06-2023 00:00,19,Female,191,80,5398,3203,6.391217987,,76,95,Strength,9,Happy
1,Sara Martinez,10-06-2023 00:00,19,Female,191,80,13858,3307,7.807131131,1.815612602,81,93,Cardio,1,Neutral
1,Sara Martinez,11-06-2023 00:00,19,Female,191,80,18194,2155,5.477967423,3.897837804,87,63,Strength,2,Sad
1,Sara Martinez,12-06-2023 00:00,19,Female,191,80,19511,1521,8.007207272,3.46267911,89,86,Cardio,2,Neutral
1,Sara Martinez,13-06-2023 00:00,19,Female,191,80,13512,1909,6.154155288,1.869224014,97,99,None,2,Sad
1,Sara Martinez,14-06-2023 00:00,19,Female,191,80,12584,1960,8.597258512,2.28985098,103,98,Yoga,4,Happy
1,Sara Martinez,15-06-2023 00:00,19,Female,191,80,9881,2052,8.561330684,3.906647422,118,,Yoga,4,Sad
1,Sara Martinez,16-06-2023 00:00,19,Female,191,80,15257,2419,7.825174835,,88,97,None,10,Stressed
1,Sara Martinez,17-06-2023 00:00,19,Female,191,80,17165,2345,7.875915406,2.611800375,56,74,None,3,Stressed
1,Sara Martinez,18-06-2023 00:00,19,Female,191,80,7500,3672,6.065962826,2.504481497,114,78,Cardio,10,Stressed
1,Sara Martinez,19-06-2023 00:00,19,Female,191,80,15300,3561,8.776101936,3.818661545,39,73,None,6,Neutral
1,Sara Martinez,20-06-2023 00:00,19,Female,191,80,4429,1671,8.362935807,1.900547678,54,98,None,9,Happy
1,Sara Martinez,21-06-2023 00:00,19,Female,191,80,17451,1751,6.341057099,2.005901469,,64,Cardio,5,Stressed
1,Sara Martinez,22-06-2023 00:00,19,Female,191,80,7068,2836,5.093286448,3.936840167,56,86,Cardio,3,Sad
1,Sara Martinez,23-06-2023 00:00,19,Female,191,80,3038,3928,4.53666001,3.38473462,71,79,None,8,Stressed
1,Sara Martinez,24-06-2023 00:00,19,Female,191,80,10179,3295,4.928451166,3.544118958,100,98,Strength,4,Neutral
1,Sara Martinez,25-06-2023 00:00,19,Female,191,80,10826,3343,8.567321869,,84,78,None,10,Stressed
1,Sara Martinez,26-06-2023 00:00,19,Female,191,80,11916,3025,4.356209936,3.674536295,76,75,Strength,8,Neutral
1,Sara Martinez,27-06-2023 00:00,19,Female,191,80,8696,3153,7.335492058,3.805365402,73,77,Strength,7,Happy
1,Sara Martinez,28-06-2023 00:00,19,Female,191,80,4243,1594,6.0237402,2.226450768,38,60,Cardio,2,Sad
1,Sara Martinez,29-06-2023 00:00,19,Female,191,80,19604,3794,7.235608228,2.003795109,109,86,None,2,Neutral
1,Sara Martinez,30-06-2023 00:00,19,Female,191,80,17802,2320,6.026594804,2.227109031,,69,Cardio,8,Neutral
1,Sara Martinez,01-07-2023 00:00,19,Female,191,80,10885,2624,5.195596397,3.778496412,94,91,Cardio,6,Sad
1,Sara Martinez,02-07-2023 00:00,19,Female,191,80,15137,2953,4.087898116,3.339728634,38,87,Yoga,5,Happy
1,Sara Martinez,03-07-2023 00:00,19,Female,191,80,17428,3935,6.238585766,2.217049387,42,84,None,10,Sad
1,Sara Martinez,04-07-2023 00:00,19,Female,191,80,18931,3793,5.302940651,2.016512942,100,61,Strength,8,Happy
1,Sara Martinez,05-07-2023 00:00,19,Female,191,80,3931,3767,5.697542952,2.623594818,42,68,None,4,Stressed
1,Sara Martinez,06-07-2023 00:00,19,Female,191,80,11785,1562,5.679202402,1.948334167,95,70,Cardio,3,Happy
1,Sara Martinez,07-07-2023 00:00,19,Female,191,80,19144,3403,6.160874976,2.348493911,,78,None,8,Stressed
1,Sara Martinez,08-07-2023 00:00,19,Female,191,80,8472,1536,4.513272658,3.599366933,68,65,None,7,Happy
1,Sara Martinez,09-07-2023 00:00,19,Female,191,80,8197,3076,5.93947114,3.606406303,62,91,Cardio,9,Neutral
1,Sara Martinez,10-07-2023 00:00,19,Female,191,80,16868,3180,7.080657749,2.28440641,83,,Cardio,10,Happy
1,Sara Martinez,11-07-2023 00:00,19,Female,191,80,7333,2667,5.022999876,3.637208033,95,75,Yoga,5,Neutral
1,Sara Martinez,12-07-2023 00:00,19,Female,191,80,12418,3467,5.002648377,3.752127262,55,,Cardio,10,Neutral
1,Sara Martinez,13-07-2023 00:00,19,Female,191,80,17462,2698,8.836420983,2.264982235,40,95,Cardio,3,Neutral
1,Sara Martinez,14-07-2023 00:00,19,Female,191,80,5750,3985,6.14363131,2.672730081,111,80,Yoga,4,Sad
1,Sara Martinez,15-07-2023 00:00,19,Female,191,80,10626,2640,7.026728072,1.916548402,119,72,Yoga,7,Stressed
1,Sara Martinez,16-07-2023 00:00,19,Female,191,80,10217,1932,8.977800789,2.299834761,109,74,Strength,6,Stressed
1,Sara Martinez,17-07-2023 00:00,19,Female,191,80,11696,2519,,,90,88,Yoga,1,Sad
1,Sara Martinez,18-07-2023 00:00,19,Female,191,80,7490,1578,5.790640905,2.441201834,41,79,None,5,Neutral
1,Sara Martinez,19-07-2023 00:00,19,Female,191,80,10231,1882,,3.731257844,72,99,None,7,Happy
1,Sara Martinez,20-07-2023 00:00,19,Female,191,80,17608,3466,6.395850595,2.710405892,52,91,Cardio,6,Stressed
1,Sara Martinez,21-07-2023 00:00,19,Female,191,80,15083,3141,,1.626172489,81,98,Strength,2,Sad
1,Sara Martinez,22-07-2023 00:00,19,Female,191,80,12242,3582,7.076861687,,79,90,Yoga,7,Stressed
1,Sara Martinez,23-07-2023 00:00,19,Female,191,80,2550,2431,,3.061448188,102,93,Cardio,8,Happy
1,Sara Martinez,24-07-2023 00:00,19,Female,191,80,3861,2120,6.989188127,,42,78,Strength,8,Stressed
1,Sara Martinez,25-07-2023 00:00,19,Female,191,80,13610,2542,8.93605893,2.77428549,47,62,Yoga,2,Stressed
1,Sara Martinez,26-07-2023 00:00,19,Female,191,80,13947,1900,8.346606434,,115,89,Strength,4,Neutral
1,Sara Martinez,27-07-2023 00:00,19,Female,191,80,4781,3121,6.269099686,3.446818266,43,91,Cardio,2,Sad
1,Sara Martinez,28-07-2023 00:00,19,Female,191,80,15561,1848,4.449121131,2.637281261,110,81,None,7,Sad
1,Sara Martinez,29-07-2023 00:00,19,Female,191,80,9085,3506,7.321327091,2.169115753,64,94,Yoga,4,Happy
1,Sara Martinez,30-07-2023 00:00,19,Female,191,80,19382,3383,4.211721937,,118,63,Yoga,6,Stressed
1,Sara Martinez,31-07-2023 00:00,19,Female,191,80,3634,3027,5.919447706,2.259134971,31,80,Strength,10,Neutral
1,Sara Martinez,01-08-2023 00:00,19,Female,191,80,13872,3800,6.174312654,1.752290549,92,61,Cardio,7,Happy
1,Sara Martinez,02-08-2023 00:00,19,Female,191,80,9193,2766,,3.332974983,43,81,Cardio,9,Neutral
1,Sara Martinez,03-08-2023 00:00,19,Female,191,80,6398,2286,7.361294898,2.709003238,108,92,Strength,1,Stressed
1,Sara Martinez,04-08-2023 00:00,19,Female,191,80,12443,1900,4.139129125,2.956577175,52,83,Yoga,10,Sad
1,Sara Martinez,05-08-2023 00:00,19,Female,191,80,7228,3710,8.651928118,1.811466973,61,74,Strength,3,Happy
1,Sara Martinez,06-08-2023 00:00,19,Female,191,80,15640,3955,4.057074005,2.400561448,79,71,Cardio,9,Stressed
1,Sara Martinez,07-08-2023 00:00,19,Female,191,80,11992,2334,8.697598926,2.559843985,44,61,Cardio,7,Sad
1,Sara Martinez,08-08-2023 00:00,19,Female,191,80,7878,2700,5.917919087,3.590226332,78,76,Strength,5,Neutral
1,Sara Martinez,09-08-2023 00:00,19,Female,191,80,17868,2941,5.353394274,3.100673005,88,78,Strength,3,Sad
1,Sara Martinez,10-08-2023 00:00,19,Female,191,80,7250,2902,4.994019617,2.801747271,104,79,Yoga,8,Stressed
1,Sara Martinez,11-08-2023 00:00,19,Female,191,80,14236,2944,8.579645807,2.935804269,72,74,Cardio,10,Stressed
1,Sara Martinez,12-08-2023 00:00,19,Female,191,80,5372,2450,6.532753249,3.715499172,44,,None,4,Happy
